,Height,Weight,Sport
26320,162.0,59.0,Gymnastics
26321,162.0,59.0,Gymnastics
26322,162.0,59.0,Gymnastics
26323,162.0,59.0,Gymnastics
26324,162.0,59.0,Gymnastics
26325,162.0,59.0,Gymnastics
26326,162.0,59.0,Gymnastics
26327,162.0,59.0,Gymnastics
26328,162.0,59.0,Gymnastics
26329,162.0,59.0,Gymnastics
26537,161.0,64.0,Gymnastics
26538,161.0,64.0,Gymnastics
26539,161.0,64.0,Gymnastics
26540,161.0,64.0,Gymnastics
26541,161.0,64.0,Gymnastics
26542,161.0,64.0,Gymnastics
26543,161.0,64.0,Gymnastics
26544,161.0,64.0,Gymnastics
26545,161.0,64.0,Gymnastics
26546,161.0,64.0,Gymnastics
26619,165.0,53.0,Gymnastics
26620,165.0,53.0,Gymnastics
26621,165.0,53.0,Gymnastics
26622,165.0,53.0,Gymnastics
26623,165.0,53.0,Gymnastics
26624,165.0,53.0,Gymnastics
26706,172.0,68.0,Gymnastics
26707,172.0,68.0,Gymnastics
26708,172.0,68.0,Gymnastics
26709,172.0,68.0,Gymnastics
26710,172.0,68.0,Gymnastics
26711,172.0,68.0,Gymnastics
26712,172.0,68.0,Gymnastics
26713,172.0,68.0,Gymnastics
26784,160.0,54.0,Gymnastics
26785,160.0,54.0,Gymnastics
26786,160.0,54.0,Gymnastics
26787,160.0,54.0,Gymnastics
26788,160.0,54.0,Gymnastics
26789,160.0,54.0,Gymnastics
26790,160.0,54.0,Gymnastics
26791,160.0,54.0,Gymnastics
26792,160.0,54.0,Gymnastics
26793,160.0,54.0,Gymnastics
26794,160.0,54.0,Gymnastics
26822,170.0,67.0,Gymnastics
26823,170.0,67.0,Gymnastics
26824,170.0,67.0,Gymnastics
26825,170.0,67.0,Gymnastics
26826,170.0,67.0,Gymnastics
26827,170.0,67.0,Gymnastics
26828,170.0,67.0,Gymnastics
26829,170.0,67.0,Gymnastics
26830,170.0,67.0,Gymnastics
26831,170.0,67.0,Gymnastics
26832,170.0,67.0,Gymnastics
26833,170.0,67.0,Gymnastics
26834,170.0,67.0,Gymnastics
26835,170.0,67.0,Gymnastics
26891,155.0,55.0,Gymnastics
26892,155.0,55.0,Gymnastics
26893,155.0,55.0,Gymnastics
26894,155.0,55.0,Gymnastics
26930,166.0,61.0,Gymnastics
26931,166.0,61.0,Gymnastics
26932,166.0,61.0,Gymnastics
26933,166.0,61.0,Gymnastics
26934,166.0,61.0,Gymnastics
26935,166.0,61.0,Gymnastics
26936,166.0,61.0,Gymnastics
26937,166.0,61.0,Gymnastics
27025,153.0,50.0,Gymnastics
27026,153.0,50.0,Gymnastics
27027,153.0,50.0,Gymnastics
27028,153.0,50.0,Gymnastics
27055,166.0,55.0,Gymnastics
27056,166.0,55.0,Gymnastics
27057,166.0,55.0,Gymnastics
27058,166.0,55.0,Gymnastics
27059,166.0,55.0,Gymnastics
27060,166.0,55.0,Gymnastics
27061,166.0,55.0,Gymnastics
27062,166.0,55.0,Gymnastics
27095,160.0,49.0,Gymnastics
27096,160.0,49.0,Gymnastics
27097,160.0,49.0,Gymnastics
27098,160.0,49.0,Gymnastics
27099,160.0,49.0,Gymnastics
27100,160.0,49.0,Gymnastics
27147,164.0,50.0,Gymnastics
27148,164.0,50.0,Gymnastics
27149,164.0,50.0,Gymnastics
27150,164.0,50.0,Gymnastics
27151,164.0,50.0,Gymnastics
27152,164.0,50.0,Gymnastics
27254,169.0,59.0,Gymnastics
27255,169.0,59.0,Gymnastics
27256,169.0,59.0,Gymnastics
27257,169.0,59.0,Gymnastics
27258,169.0,59.0,Gymnastics
27259,169.0,59.0,Gymnastics
27260,169.0,59.0,Gymnastics
27261,169.0,59.0,Gymnastics
27262,169.0,59.0,Gymnastics
27263,169.0,59.0,Gymnastics
27264,169.0,59.0,Gymnastics
27265,169.0,59.0,Gymnastics
27266,169.0,59.0,Gymnastics
27267,169.0,59.0,Gymnastics
27268,169.0,59.0,Gymnastics
27269,169.0,59.0,Gymnastics
27270,169.0,59.0,Gymnastics
27271,169.0,59.0,Gymnastics
27272,169.0,59.0,Gymnastics
27273,169.0,59.0,Gymnastics
27274,169.0,59.0,Gymnastics
27275,169.0,59.0,Gymnastics
27276,169.0,59.0,Gymnastics
27277,169.0,59.0,Gymnastics
27285,168.0,58.0,Gymnastics
27286,168.0,58.0,Gymnastics
27287,168.0,58.0,Gymnastics
27288,168.0,58.0,Gymnastics
27289,168.0,58.0,Gymnastics
27290,168.0,58.0,Gymnastics
27291,168.0,58.0,Gymnastics
27292,168.0,58.0,Gymnastics
27488,170.0,65.0,Gymnastics
27489,170.0,65.0,Gymnastics
27490,170.0,65.0,Gymnastics
27491,170.0,65.0,Gymnastics
27492,170.0,65.0,Gymnastics
27493,170.0,65.0,Gymnastics
27494,170.0,65.0,Gymnastics
27495,170.0,65.0,Gymnastics
27550,172.0,67.0,Gymnastics
27551,172.0,67.0,Gymnastics
27552,172.0,67.0,Gymnastics
27553,172.0,67.0,Gymnastics
27554,172.0,67.0,Gymnastics
27555,172.0,67.0,Gymnastics
27556,172.0,67.0,Gymnastics
27557,172.0,67.0,Gymnastics
27558,172.0,67.0,Gymnastics
27559,172.0,67.0,Gymnastics
27560,172.0,67.0,Gymnastics
27561,172.0,67.0,Gymnastics
27562,172.0,67.0,Gymnastics
27563,172.0,67.0,Gymnastics
27664,162.0,52.0,Gymnastics
27665,162.0,52.0,Gymnastics
27666,162.0,52.0,Gymnastics
27889,162.0,50.0,Gymnastics
27890,162.0,50.0,Gymnastics
27891,162.0,50.0,Gymnastics
27892,162.0,50.0,Gymnastics
27893,162.0,50.0,Gymnastics
27894,162.0,50.0,Gymnastics
27909,161.0,53.0,Gymnastics
27910,161.0,53.0,Gymnastics
27911,161.0,53.0,Gymnastics
27912,161.0,53.0,Gymnastics
27913,161.0,53.0,Gymnastics
27914,161.0,53.0,Gymnastics
28071,169.0,64.0,Gymnastics
28072,169.0,64.0,Gymnastics
28073,169.0,64.0,Gymnastics
28074,169.0,64.0,Gymnastics
28075,169.0,64.0,Gymnastics
28076,169.0,64.0,Gymnastics
28077,169.0,64.0,Gymnastics
28524,163.0,62.0,Gymnastics
28525,163.0,62.0,Gymnastics
28526,163.0,62.0,Gymnastics
28527,163.0,62.0,Gymnastics
28528,163.0,62.0,Gymnastics
28529,163.0,62.0,Gymnastics
28530,163.0,62.0,Gymnastics
28531,163.0,62.0,Gymnastics
28568,161.0,50.0,Gymnastics
28569,161.0,50.0,Gymnastics
28570,161.0,50.0,Gymnastics
28571,161.0,50.0,Gymnastics
28572,161.0,50.0,Gymnastics
28573,161.0,50.0,Gymnastics
28594,159.0,51.0,Gymnastics
28595,159.0,51.0,Gymnastics
28596,159.0,51.0,Gymnastics
28597,159.0,51.0,Gymnastics
28598,159.0,51.0,Gymnastics
28702,153.0,50.0,Gymnastics
28703,153.0,50.0,Gymnastics
28704,153.0,50.0,Gymnastics
28705,153.0,50.0,Gymnastics
28706,153.0,50.0,Gymnastics
28707,153.0,50.0,Gymnastics
28728,169.0,63.0,Gymnastics
28729,169.0,63.0,Gymnastics
28730,169.0,63.0,Gymnastics
28731,169.0,63.0,Gymnastics
28732,169.0,63.0,Gymnastics
28733,169.0,63.0,Gymnastics
28734,169.0,63.0,Gymnastics
28735,169.0,63.0,Gymnastics
28736,169.0,63.0,Gymnastics
28737,169.0,63.0,Gymnastics
28738,169.0,63.0,Gymnastics
28739,169.0,63.0,Gymnastics
28740,169.0,63.0,Gymnastics
28741,169.0,63.0,Gymnastics
28742,169.0,63.0,Gymnastics
28743,169.0,63.0,Gymnastics
28802,161.0,45.0,Gymnastics
28803,161.0,45.0,Gymnastics
28804,161.0,45.0,Gymnastics
28805,161.0,45.0,Gymnastics
28806,161.0,45.0,Gymnastics
28807,161.0,45.0,Gymnastics
28866,154.0,43.0,Gymnastics
28867,154.0,43.0,Gymnastics
28868,154.0,43.0,Gymnastics
28869,154.0,43.0,Gymnastics
28870,154.0,43.0,Gymnastics
28871,154.0,43.0,Gymnastics
28872,154.0,43.0,Gymnastics
28873,154.0,43.0,Gymnastics
28874,154.0,43.0,Gymnastics
28875,154.0,43.0,Gymnastics
28947,174.0,71.0,Gymnastics
28948,174.0,71.0,Gymnastics
28949,174.0,71.0,Gymnastics
28950,174.0,71.0,Gymnastics
28951,174.0,71.0,Gymnastics
28952,174.0,71.0,Gymnastics
28953,174.0,71.0,Gymnastics
28954,174.0,71.0,Gymnastics
28955,174.0,71.0,Gymnastics
28956,174.0,71.0,Gymnastics
28957,174.0,71.0,Gymnastics
28958,174.0,71.0,Gymnastics
28959,174.0,71.0,Gymnastics
28960,174.0,71.0,Gymnastics
28961,174.0,71.0,Gymnastics
28962,174.0,71.0,Gymnastics
28963,167.0,60.0,Gymnastics
28964,167.0,60.0,Gymnastics
28965,167.0,60.0,Gymnastics
28966,167.0,60.0,Gymnastics
28967,167.0,60.0,Gymnastics
28968,167.0,60.0,Gymnastics
28969,167.0,60.0,Gymnastics
29002,162.0,52.0,Gymnastics
29003,162.0,52.0,Gymnastics
29004,162.0,52.0,Gymnastics
29005,162.0,52.0,Gymnastics
29006,162.0,52.0,Gymnastics
29267,170.0,67.0,Gymnastics
29268,170.0,67.0,Gymnastics
29269,170.0,67.0,Gymnastics
29270,170.0,67.0,Gymnastics
29271,170.0,67.0,Gymnastics
29272,170.0,67.0,Gymnastics
29273,170.0,67.0,Gymnastics
29288,152.0,39.0,Gymnastics
29289,152.0,39.0,Gymnastics
29290,152.0,39.0,Gymnastics
29333,127.0,42.0,Gymnastics
29334,127.0,42.0,Gymnastics
29335,127.0,42.0,Gymnastics
29336,127.0,42.0,Gymnastics
29337,127.0,42.0,Gymnastics
29338,127.0,42.0,Gymnastics
29347,170.0,61.0,Gymnastics
29348,170.0,61.0,Gymnastics
29349,170.0,61.0,Gymnastics
29350,170.0,61.0,Gymnastics
29351,170.0,61.0,Gymnastics
29352,170.0,61.0,Gymnastics
29353,170.0,61.0,Gymnastics
29354,170.0,61.0,Gymnastics
29355,170.0,61.0,Gymnastics
29356,170.0,61.0,Gymnastics
29357,170.0,61.0,Gymnastics
29582,172.0,68.0,Gymnastics
29583,172.0,68.0,Gymnastics
29584,172.0,68.0,Gymnastics
29585,172.0,68.0,Gymnastics
29586,172.0,68.0,Gymnastics
29587,172.0,68.0,Gymnastics
29588,172.0,68.0,Gymnastics
29589,172.0,68.0,Gymnastics
29590,172.0,68.0,Gymnastics
29591,172.0,68.0,Gymnastics
29592,172.0,68.0,Gymnastics
29593,172.0,68.0,Gymnastics
29594,172.0,68.0,Gymnastics
29595,172.0,68.0,Gymnastics
29596,172.0,68.0,Gymnastics
29597,172.0,68.0,Gymnastics
29598,172.0,68.0,Gymnastics
29599,172.0,68.0,Gymnastics
29600,172.0,68.0,Gymnastics
29601,172.0,68.0,Gymnastics
29602,172.0,68.0,Gymnastics
29603,172.0,68.0,Gymnastics
29604,172.0,68.0,Gymnastics
29605,172.0,68.0,Gymnastics
29728,171.0,65.0,Gymnastics
29729,171.0,65.0,Gymnastics
29730,171.0,65.0,Gymnastics
29731,171.0,65.0,Gymnastics
29732,171.0,65.0,Gymnastics
29733,171.0,65.0,Gymnastics
29734,171.0,65.0,Gymnastics
29735,171.0,65.0,Gymnastics
29762,168.0,56.0,Gymnastics
29763,168.0,56.0,Gymnastics
29764,168.0,56.0,Gymnastics
29765,168.0,56.0,Gymnastics
29766,168.0,56.0,Gymnastics
29767,168.0,56.0,Gymnastics
29768,168.0,56.0,Gymnastics
29769,168.0,56.0,Gymnastics
29792,173.0,75.0,Gymnastics
29793,173.0,75.0,Gymnastics
29794,173.0,75.0,Gymnastics
29795,173.0,75.0,Gymnastics
29796,173.0,75.0,Gymnastics
29797,173.0,75.0,Gymnastics
29798,173.0,75.0,Gymnastics
30118,152.0,45.0,Gymnastics
30119,152.0,45.0,Gymnastics
30120,152.0,45.0,Gymnastics
30121,152.0,45.0,Gymnastics
30122,152.0,45.0,Gymnastics
30123,152.0,45.0,Gymnastics
30341,155.0,45.0,Gymnastics
30342,155.0,45.0,Gymnastics
30343,155.0,45.0,Gymnastics
30344,155.0,45.0,Gymnastics
30345,155.0,45.0,Gymnastics
30346,155.0,45.0,Gymnastics
30368,172.0,65.0,Gymnastics
30369,172.0,65.0,Gymnastics
30370,172.0,65.0,Gymnastics
30371,172.0,65.0,Gymnastics
30372,172.0,65.0,Gymnastics
30373,172.0,65.0,Gymnastics
30374,172.0,65.0,Gymnastics
30375,172.0,65.0,Gymnastics
30376,172.0,65.0,Gymnastics
30377,172.0,65.0,Gymnastics
30378,172.0,65.0,Gymnastics
30379,172.0,65.0,Gymnastics
30380,172.0,65.0,Gymnastics
30381,172.0,65.0,Gymnastics
30382,172.0,65.0,Gymnastics
30383,172.0,65.0,Gymnastics
30411,157.0,48.0,Gymnastics
30412,157.0,48.0,Gymnastics
30413,157.0,48.0,Gymnastics
30414,157.0,48.0,Gymnastics
30415,157.0,48.0,Gymnastics
30466,163.0,59.0,Gymnastics
30467,163.0,59.0,Gymnastics
30468,163.0,59.0,Gymnastics
30469,163.0,59.0,Gymnastics
30470,163.0,59.0,Gymnastics
30471,163.0,59.0,Gymnastics
30472,163.0,59.0,Gymnastics
30473,163.0,59.0,Gymnastics
30503,164.0,64.0,Gymnastics
30504,164.0,64.0,Gymnastics
30505,164.0,64.0,Gymnastics
30506,164.0,64.0,Gymnastics
30507,164.0,64.0,Gymnastics
30508,164.0,64.0,Gymnastics
30509,164.0,64.0,Gymnastics
30510,164.0,64.0,Gymnastics
30523,170.0,69.0,Gymnastics
30524,170.0,69.0,Gymnastics
30525,170.0,69.0,Gymnastics
30526,170.0,69.0,Gymnastics
30527,170.0,69.0,Gymnastics
30528,170.0,69.0,Gymnastics
30529,170.0,69.0,Gymnastics
30530,170.0,69.0,Gymnastics
30873,144.0,40.0,Gymnastics
30874,144.0,40.0,Gymnastics
30875,144.0,40.0,Gymnastics
30876,144.0,40.0,Gymnastics
30877,144.0,40.0,Gymnastics
30878,144.0,40.0,Gymnastics
30920,159.0,52.0,Gymnastics
30921,159.0,52.0,Gymnastics
30922,159.0,52.0,Gymnastics
30923,159.0,52.0,Gymnastics
30924,159.0,52.0,Gymnastics
30945,160.0,55.0,Gymnastics
30946,160.0,55.0,Gymnastics
30947,160.0,55.0,Gymnastics
30948,160.0,55.0,Gymnastics
30949,160.0,55.0,Gymnastics
30950,160.0,55.0,Gymnastics
31066,165.0,65.0,Gymnastics
31067,165.0,65.0,Gymnastics
31068,165.0,65.0,Gymnastics
31069,165.0,65.0,Gymnastics
31070,165.0,65.0,Gymnastics
31071,165.0,65.0,Gymnastics
31072,165.0,65.0,Gymnastics
31073,165.0,65.0,Gymnastics
31074,165.0,65.0,Gymnastics
31075,165.0,65.0,Gymnastics
31076,165.0,65.0,Gymnastics
31077,165.0,65.0,Gymnastics
31078,165.0,65.0,Gymnastics
31079,165.0,65.0,Gymnastics
31080,165.0,65.0,Gymnastics
31081,165.0,65.0,Gymnastics
31082,165.0,65.0,Gymnastics
31083,165.0,65.0,Gymnastics
31084,165.0,65.0,Gymnastics
31085,165.0,65.0,Gymnastics
31086,165.0,65.0,Gymnastics
31087,165.0,65.0,Gymnastics
31088,165.0,65.0,Gymnastics
31089,165.0,65.0,Gymnastics
31090,160.0,46.0,Gymnastics
31091,160.0,46.0,Gymnastics
31092,160.0,46.0,Gymnastics
31093,160.0,46.0,Gymnastics
31094,160.0,46.0,Gymnastics
31095,160.0,46.0,Gymnastics
31125,167.0,55.0,Gymnastics
31126,167.0,55.0,Gymnastics
31127,167.0,55.0,Gymnastics
31128,167.0,55.0,Gymnastics
31129,167.0,55.0,Gymnastics
31130,167.0,55.0,Gymnastics
31231,163.0,56.0,Gymnastics
31232,163.0,56.0,Gymnastics
31233,163.0,56.0,Gymnastics
31234,163.0,56.0,Gymnastics
31235,163.0,56.0,Gymnastics
31236,163.0,56.0,Gymnastics
31237,163.0,56.0,Gymnastics
31238,163.0,56.0,Gymnastics
31239,163.0,56.0,Gymnastics
31240,163.0,56.0,Gymnastics
31241,163.0,56.0,Gymnastics
31242,163.0,56.0,Gymnastics
31243,163.0,56.0,Gymnastics
31244,163.0,56.0,Gymnastics
31245,163.0,56.0,Gymnastics
31246,163.0,56.0,Gymnastics
31340,170.0,65.0,Gymnastics
31341,170.0,65.0,Gymnastics
31342,170.0,65.0,Gymnastics
31343,170.0,65.0,Gymnastics
31344,170.0,65.0,Gymnastics
31345,170.0,65.0,Gymnastics
31346,170.0,65.0,Gymnastics
31348,164.0,57.0,Gymnastics
31349,164.0,57.0,Gymnastics
31350,164.0,57.0,Gymnastics
31351,164.0,57.0,Gymnastics
31352,164.0,57.0,Gymnastics
31353,164.0,57.0,Gymnastics
31354,164.0,57.0,Gymnastics
31355,164.0,57.0,Gymnastics
31485,152.0,48.0,Gymnastics
31486,152.0,48.0,Gymnastics
31487,152.0,48.0,Gymnastics
31488,152.0,48.0,Gymnastics
31489,152.0,48.0,Gymnastics
31490,152.0,48.0,Gymnastics
31491,152.0,48.0,Gymnastics
31492,152.0,48.0,Gymnastics
31493,152.0,48.0,Gymnastics
31494,152.0,48.0,Gymnastics
31495,152.0,48.0,Gymnastics
31499,163.0,64.0,Gymnastics
31500,163.0,64.0,Gymnastics
31501,163.0,64.0,Gymnastics
31502,163.0,64.0,Gymnastics
31503,163.0,64.0,Gymnastics
31504,163.0,64.0,Gymnastics
31505,163.0,64.0,Gymnastics
31506,163.0,64.0,Gymnastics
31507,163.0,64.0,Gymnastics
31508,163.0,64.0,Gymnastics
31509,163.0,64.0,Gymnastics
31510,163.0,64.0,Gymnastics
31511,163.0,64.0,Gymnastics
31512,163.0,64.0,Gymnastics
31513,163.0,64.0,Gymnastics
31514,163.0,64.0,Gymnastics
31515,163.0,64.0,Gymnastics
31516,163.0,64.0,Gymnastics
31517,163.0,64.0,Gymnastics
31518,163.0,64.0,Gymnastics
31519,163.0,64.0,Gymnastics
31520,163.0,64.0,Gymnastics
31521,163.0,64.0,Gymnastics
31522,163.0,64.0,Gymnastics
31543,178.0,72.0,Gymnastics
31544,178.0,72.0,Gymnastics
31545,178.0,72.0,Gymnastics
31546,178.0,72.0,Gymnastics
31547,178.0,72.0,Gymnastics
31548,178.0,72.0,Gymnastics
31549,178.0,72.0,Gymnastics
31634,155.0,49.0,Gymnastics
31635,155.0,49.0,Gymnastics
31636,155.0,49.0,Gymnastics
31637,155.0,49.0,Gymnastics
31638,155.0,49.0,Gymnastics
31639,155.0,49.0,Gymnastics
31640,155.0,49.0,Gymnastics
31694,167.0,59.0,Gymnastics
31695,167.0,59.0,Gymnastics
31696,167.0,59.0,Gymnastics
31697,167.0,59.0,Gymnastics
31698,167.0,59.0,Gymnastics
31699,167.0,59.0,Gymnastics
31939,158.0,48.0,Gymnastics
31940,158.0,48.0,Gymnastics
31941,158.0,48.0,Gymnastics
31942,158.0,48.0,Gymnastics
31943,158.0,48.0,Gymnastics
31944,158.0,48.0,Gymnastics
32052,162.0,48.0,Gymnastics
32053,162.0,48.0,Gymnastics
32054,162.0,48.0,Gymnastics
32055,162.0,48.0,Gymnastics
32056,162.0,48.0,Gymnastics
32057,162.0,48.0,Gymnastics
32058,162.0,48.0,Gymnastics
32059,162.0,48.0,Gymnastics
32060,162.0,48.0,Gymnastics
32061,162.0,48.0,Gymnastics
32062,162.0,48.0,Gymnastics
32063,162.0,48.0,Gymnastics
32377,165.0,66.0,Gymnastics
32378,165.0,66.0,Gymnastics
32379,165.0,66.0,Gymnastics
32380,165.0,66.0,Gymnastics
32381,165.0,66.0,Gymnastics
32382,165.0,66.0,Gymnastics
32383,165.0,66.0,Gymnastics
32751,172.0,70.0,Gymnastics
32752,172.0,70.0,Gymnastics
32753,172.0,70.0,Gymnastics
32754,172.0,70.0,Gymnastics
32755,172.0,70.0,Gymnastics
32756,172.0,70.0,Gymnastics
32757,172.0,70.0,Gymnastics
32758,172.0,70.0,Gymnastics
32759,172.0,70.0,Gymnastics
32760,172.0,70.0,Gymnastics
32761,172.0,70.0,Gymnastics
32762,172.0,70.0,Gymnastics
32763,172.0,70.0,Gymnastics
32764,172.0,70.0,Gymnastics
32765,172.0,70.0,Gymnastics
32766,172.0,70.0,Gymnastics
32767,172.0,70.0,Gymnastics
32768,172.0,70.0,Gymnastics
32769,172.0,70.0,Gymnastics
32770,172.0,70.0,Gymnastics
32771,172.0,70.0,Gymnastics
32772,172.0,70.0,Gymnastics
32773,172.0,70.0,Gymnastics
32774,172.0,70.0,Gymnastics
33279,159.0,48.0,Gymnastics
33280,159.0,48.0,Gymnastics
33281,159.0,48.0,Gymnastics
33282,159.0,48.0,Gymnastics
33283,159.0,48.0,Gymnastics
33392,168.0,68.0,Gymnastics
33393,168.0,68.0,Gymnastics
33394,168.0,68.0,Gymnastics
33395,168.0,68.0,Gymnastics
33396,168.0,68.0,Gymnastics
33397,168.0,68.0,Gymnastics
33398,168.0,68.0,Gymnastics
33399,168.0,68.0,Gymnastics
33452,158.0,58.0,Gymnastics
33453,158.0,58.0,Gymnastics
33454,158.0,58.0,Gymnastics
33465,159.0,50.0,Gymnastics
33466,159.0,50.0,Gymnastics
33467,159.0,50.0,Gymnastics
33468,159.0,50.0,Gymnastics
33469,159.0,50.0,Gymnastics
33470,159.0,50.0,Gymnastics
33597,156.0,59.0,Gymnastics
33598,156.0,59.0,Gymnastics
33599,156.0,59.0,Gymnastics
33600,156.0,59.0,Gymnastics
33601,156.0,59.0,Gymnastics
33602,156.0,59.0,Gymnastics
33603,156.0,59.0,Gymnastics
33606,179.0,72.0,Gymnastics
33607,179.0,72.0,Gymnastics
33608,179.0,72.0,Gymnastics
33609,179.0,72.0,Gymnastics
33610,179.0,72.0,Gymnastics
33611,179.0,72.0,Gymnastics
33612,179.0,72.0,Gymnastics
33613,179.0,72.0,Gymnastics
33634,173.0,75.0,Gymnastics
33635,173.0,75.0,Gymnastics
33636,173.0,75.0,Gymnastics
33637,173.0,75.0,Gymnastics
33638,173.0,75.0,Gymnastics
33639,173.0,75.0,Gymnastics
33640,173.0,75.0,Gymnastics
33641,173.0,75.0,Gymnastics
33642,173.0,75.0,Gymnastics
33643,173.0,75.0,Gymnastics
33644,173.0,75.0,Gymnastics
33645,173.0,75.0,Gymnastics
33646,173.0,75.0,Gymnastics
33647,173.0,75.0,Gymnastics
33648,173.0,75.0,Gymnastics
33649,173.0,75.0,Gymnastics
33650,173.0,75.0,Gymnastics
33651,173.0,75.0,Gymnastics
33652,173.0,75.0,Gymnastics
33653,173.0,75.0,Gymnastics
33654,173.0,75.0,Gymnastics
33655,173.0,75.0,Gymnastics
33656,173.0,75.0,Gymnastics
33657,173.0,75.0,Gymnastics
34028,168.0,62.0,Gymnastics
34029,168.0,62.0,Gymnastics
34030,168.0,62.0,Gymnastics
34031,168.0,62.0,Gymnastics
34032,168.0,62.0,Gymnastics
34033,168.0,62.0,Gymnastics
34034,168.0,62.0,Gymnastics
34035,168.0,62.0,Gymnastics
34036,168.0,62.0,Gymnastics
34037,168.0,62.0,Gymnastics
34038,168.0,62.0,Gymnastics
34039,168.0,62.0,Gymnastics
34040,168.0,62.0,Gymnastics
34041,168.0,62.0,Gymnastics
34046,160.0,54.0,Gymnastics
34047,160.0,54.0,Gymnastics
34048,160.0,54.0,Gymnastics
34049,160.0,54.0,Gymnastics
34050,160.0,54.0,Gymnastics
34051,160.0,54.0,Gymnastics
34287,152.0,49.0,Gymnastics
34288,152.0,49.0,Gymnastics
34406,173.0,73.0,Gymnastics
34407,173.0,73.0,Gymnastics
34408,173.0,73.0,Gymnastics
34409,173.0,73.0,Gymnastics
34410,173.0,73.0,Gymnastics
34411,173.0,73.0,Gymnastics
34412,173.0,73.0,Gymnastics
34413,173.0,73.0,Gymnastics
34520,150.0,48.0,Gymnastics
34521,150.0,48.0,Gymnastics
34522,150.0,48.0,Gymnastics
34523,150.0,48.0,Gymnastics
34524,150.0,48.0,Gymnastics
34525,150.0,48.0,Gymnastics
34526,150.0,48.0,Gymnastics
34527,150.0,48.0,Gymnastics
34528,150.0,48.0,Gymnastics
34532,163.0,60.0,Gymnastics
34533,163.0,60.0,Gymnastics
34534,163.0,60.0,Gymnastics
34535,163.0,60.0,Gymnastics
34536,163.0,60.0,Gymnastics
34537,163.0,60.0,Gymnastics
34665,162.0,55.0,Gymnastics
34666,162.0,55.0,Gymnastics
34667,162.0,55.0,Gymnastics
34668,162.0,55.0,Gymnastics
34669,162.0,55.0,Gymnastics
34670,162.0,55.0,Gymnastics
34671,162.0,55.0,Gymnastics
34806,171.0,69.0,Gymnastics
34807,171.0,69.0,Gymnastics
34808,171.0,69.0,Gymnastics
34809,171.0,69.0,Gymnastics
34810,171.0,69.0,Gymnastics
34811,171.0,69.0,Gymnastics
34812,171.0,69.0,Gymnastics
34813,171.0,69.0,Gymnastics
34814,171.0,69.0,Gymnastics
34815,171.0,69.0,Gymnastics
34816,171.0,69.0,Gymnastics
34817,171.0,69.0,Gymnastics
34818,171.0,69.0,Gymnastics
34819,171.0,69.0,Gymnastics
34820,171.0,69.0,Gymnastics
34821,171.0,69.0,Gymnastics
34827,154.0,42.0,Gymnastics
34828,154.0,42.0,Gymnastics
34829,154.0,42.0,Gymnastics
34830,154.0,42.0,Gymnastics
34831,154.0,42.0,Gymnastics
34832,154.0,42.0,Gymnastics
34889,155.0,46.0,Gymnastics
34890,155.0,46.0,Gymnastics
34891,155.0,46.0,Gymnastics
34892,155.0,46.0,Gymnastics
34893,155.0,46.0,Gymnastics
34971,169.0,66.0,Gymnastics
34972,169.0,66.0,Gymnastics
34973,169.0,66.0,Gymnastics
34974,169.0,66.0,Gymnastics
34975,169.0,66.0,Gymnastics
34976,169.0,66.0,Gymnastics
34977,169.0,66.0,Gymnastics
34978,169.0,66.0,Gymnastics
34979,169.0,66.0,Gymnastics
34980,169.0,66.0,Gymnastics
34981,169.0,66.0,Gymnastics
34982,169.0,66.0,Gymnastics
35025,143.0,35.0,Gymnastics
35026,143.0,35.0,Gymnastics
35027,143.0,35.0,Gymnastics
35028,143.0,35.0,Gymnastics
35029,143.0,35.0,Gymnastics
35174,164.0,60.0,Gymnastics
35175,164.0,60.0,Gymnastics
35176,164.0,60.0,Gymnastics
35177,164.0,60.0,Gymnastics
35178,164.0,60.0,Gymnastics
35179,164.0,60.0,Gymnastics
35180,164.0,60.0,Gymnastics
35181,164.0,60.0,Gymnastics
35182,164.0,60.0,Gymnastics
35183,164.0,60.0,Gymnastics
35184,164.0,60.0,Gymnastics
35185,164.0,60.0,Gymnastics
35186,164.0,60.0,Gymnastics
35187,164.0,60.0,Gymnastics
35188,164.0,60.0,Gymnastics
35189,164.0,60.0,Gymnastics
35211,173.0,70.0,Gymnastics
35212,173.0,70.0,Gymnastics
35213,173.0,70.0,Gymnastics
35214,173.0,70.0,Gymnastics
35215,173.0,70.0,Gymnastics
35216,173.0,70.0,Gymnastics
35217,173.0,70.0,Gymnastics
35218,173.0,70.0,Gymnastics
35219,173.0,70.0,Gymnastics
35220,173.0,70.0,Gymnastics
35221,173.0,70.0,Gymnastics
35222,173.0,70.0,Gymnastics
35224,170.0,65.0,Gymnastics
35225,170.0,65.0,Gymnastics
35226,170.0,65.0,Gymnastics
35227,170.0,65.0,Gymnastics
35228,170.0,65.0,Gymnastics
35229,170.0,65.0,Gymnastics
35230,170.0,65.0,Gymnastics
35701,169.0,68.0,Gymnastics
35702,169.0,68.0,Gymnastics
35703,169.0,68.0,Gymnastics
35704,169.0,68.0,Gymnastics
35705,169.0,68.0,Gymnastics
35706,169.0,68.0,Gymnastics
35707,169.0,68.0,Gymnastics
35708,169.0,68.0,Gymnastics
35709,169.0,68.0,Gymnastics
35710,169.0,68.0,Gymnastics
